%time white
0 1.1122716059
7.37463e-10 0.608056378575
1.474926e-09 -0.712082319249
2.212389e-09 -1.7189452153
2.949852e-09 -0.40005356198
3.687315e-09 -2.27172031549
4.424778e-09 0.866330962041
5.162241e-09 -1.03257654608
5.899704e-09 -0.358203290486
6.637167e-09 -1.11381155775
7.37463e-09 0.0474475669849
8.112093e-09 0.844847390289
8.849556e-09 2.2241393976
9.587019e-09 -0.00641741506153
1.0324482e-08 -0.74983576066
1.1061945e-08 0.154229123364
1.1799408e-08 -0.227977279512
1.2536871e-08 -1.3284059692
1.3274334e-08 0.0541931487627
1.4011797e-08 -1.06203723153
1.474926e-08 0.786889353546
1.5486723e-08 -0.0695497269237
1.6224186e-08 -1.70496128196
1.6961649e-08 -0.641018604725
1.7699112e-08 0.155588442679
1.8436575e-08 0.0385880498315
1.9174038e-08 -0.105514427548
1.9911501e-08 0.319235754013
2.0648964e-08 -0.891123469522
2.1386427e-08 1.31713043806
2.212389e-08 0.505623123193
2.2861353e-08 -0.159351553122
2.3598816e-08 0.973993778382
2.4336279e-08 -0.242362406646
2.5073742e-08 -1.07400472224
2.5811205e-08 0.528938505492
2.6548668e-08 0.396976146205
2.7286131e-08 -0.111085677711
2.8023594e-08 -0.394803441946
2.8761057e-08 0.264498956465
2.949852e-08 -0.0922981069137
3.0235983e-08 1.94076198708
3.0973446e-08 0.799444906058
3.1710909e-08 1.01150881637
3.2448372e-08 -0.290069054062
3.3185835e-08 -0.834081759473
3.3923298e-08 1.41749207182
3.4660761e-08 -0.0282410468192
3.5398224e-08 1.53807822428
3.6135687e-08 1.33881456597
3.687315e-08 -0.763599901123
3.7610613e-08 0.493948203805
3.8348076e-08 -0.703911274803
3.9085539e-08 -0.350578542445
3.9823002e-08 -0.693821650442
4.0560465e-08 -0.662065589768
4.1297928e-08 -0.672262946181
4.2035391e-08 0.833917559397
4.2772854e-08 0.0758075780469
4.3510317e-08 0.687659507322
4.424778e-08 0.0393529928776
4.4985243e-08 -0.158962420058
4.5722706e-08 0.438267664649
4.6460169e-08 0.359203101614
4.7197632e-08 -1.11953123019
4.7935095e-08 -2.05442121922
4.8672558e-08 2.23058328117
4.9410021e-08 0.297585864297
5.0147484e-08 0.192772547564
5.0884947e-08 0.203833383288
5.162241e-08 1.35382094251
5.2359873e-08 0.0697039490577
5.3097336e-08 2.09466002929
5.3834799e-08 -0.348901234885
5.4572262e-08 0.746675774406
5.5309725e-08 0.616052744148
5.6047188e-08 1.15380906235
5.6784651e-08 -0.721999399952
5.7522114e-08 -0.644426343814
5.8259577e-08 -1.19286129752
5.899704e-08 0.0109617172179
5.9734503e-08 -1.75044330628
6.0471966e-08 0.338185229738
6.1209429e-08 -0.754630181582
6.1946892e-08 0.665289512949
6.2684355e-08 -0.437011333495
6.3421818e-08 -1.68942200297
6.4159281e-08 0.623377017699
6.4896744e-08 2.03239648245
6.5634207e-08 -0.178548274457
6.637167e-08 0.577086122747
6.7109133e-08 0.11611117318
6.7846596e-08 -0.740393756547
6.8584059e-08 1.41395240418
6.9321522e-08 -0.520029695375
7.0058985e-08 1.36177740152
7.0796448e-08 1.19352958204
7.1533911e-08 0.649530173174
7.2271374e-08 0.531032477778
7.3008837e-08 0.795069949026
7.37463e-08 0.0683078443857
7.4483763e-08 -0.35884639263
7.5221226e-08 0.279216386913
7.5958689e-08 -0.825729164807
7.6696152e-08 1.51488843765
7.7433615e-08 0.975049615026
7.8171078e-08 0.956657933218
7.8908541e-08 -0.565799946529
7.9646004e-08 0.98357169964
8.0383467e-08 -1.31746528168
